,index,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,90246,62934.0,-1.30093307524831,-0.217644731624534,1.34564658589063,-1.81445546608206,-0.222617958028292,-0.923340681436965,-0.205851716961629,0.215554525181699,-1.10988497650745,-0.0151247825653958,-0.73969021103338,-0.771374999797194,-0.755797520408167,0.242382228041875,0.670768976489886,-1.26219095497403,0.0660033230717704,0.706625022378717,-1.73730512344506,-0.618893615441546,-0.273081322723432,-0.476385126765343,-0.231516413176552,0.0928475297411033,-0.242207387334979,0.883473842158144,-0.368371956555308,-0.293286537745429,0.95,0
1,263080,160791.0,2.13238602134104,0.705607819703042,-3.53075873641584,0.514779310643757,1.52717469821568,-1.71626826866624,1.13279092955315,-0.574214355395823,0.128903890816348,-1.00080505203989,-0.191190536963042,-0.323794189703165,-0.572455950927237,-1.42206385294204,0.314684199046673,-0.387162054366978,1.73474160368315,0.610975987993976,-0.221267207742386,-0.211167179112658,0.163739121720823,0.703910440133969,-0.24507615703343,0.460049173768465,0.920280992581626,-0.216585741807507,-0.026218563758315,-0.0250012963633226,1.0,1
2,71164,54186.0,-0.498460388294577,0.221469376098078,1.46348472517979,0.331164551653987,-0.0343655854848764,-0.37763812537411,0.344896292616409,0.0244854123227974,0.163682353766171,-0.559546631224728,-1.306100541817,-0.306323015900267,-0.633248223537741,-0.123414963169512,-0.108850026599934,-0.63217924785097,0.296786729292415,-0.129655001263148,1.27419388731506,0.164877971552386,0.0317885840745408,0.164872316601611,-0.0796864677921628,0.0959105660518393,-0.191936691150976,0.716738080225794,0.0773323336288632,0.135113564812061,47.19,0
3,10368,16634.0,1.08222614801538,0.0891384354494243,0.919249666236304,1.54225811353652,-0.450374367377163,0.174525251646791,-0.422747752949637,0.213753057369141,1.68826850767386,-0.313821754473607,2.04267383550546,-2.04563124804179,-0.207642309424301,1.9329748531839,-1.2158834086985,-0.334292854828262,0.83847918343092,-0.0998949785635302,-0.342954289468092,-0.320784063916726,-0.34446765137565,-0.665530062579396,0.114020762675401,0.107488228040009,0.279516453347385,-0.56333364524722,0.0131583468084742,0.00762153631428,11.88,0
4,8842,12093.0,-4.69679522444504,2.69386747884008,-4.47513271259153,5.4676845487781,-1.55675807549758,-1.54942028904253,-4.10421487278526,0.553934075416293,-1.49846813107494,-4.59495176285009,5.27550585077254,-11.3490285500915,0.374549235103921,-8.13869488434773,0.548570894168134,-6.65359434741365,-10.2467554066001,-4.19106626655491,0.991486122257293,-0.158970548660611,0.573898081112651,-0.0801627753981571,0.318407817148194,-0.245862202650853,0.338238431564141,0.0322706213908033,-1.50845793363219,0.608074682590101,0.0,1
5,129365,79058.0,1.20901374597517,0.207531808128335,0.148322591050289,0.940613692540392,-0.148448092741451,-0.473347335250646,0.0499206871988538,-0.0092696583487567,-0.101528396142258,0.210502450146753,0.834366628085352,0.227855413526617,-1.04186658024414,0.769455459309531,0.355791814636038,0.391078269208919,-0.739735096554644,0.578350628230881,0.0487728736798698,-0.171124746601442,0.0503569279863881,0.0905609804093275,-0.147350991401073,-0.0172727665547712,0.664806526045043,-0.322623082719553,0.0013732052126438,0.0059912558338438,12.2,0
6,57833,48095.0,-0.158922463568811,-2.95596280655276,-0.416544781936284,-0.0158955463615156,-1.8858367076497,-0.625755871833788,0.547422261522098,-0.298882711818399,-1.21075921547106,0.490563285793501,1.36231198542252,0.458789894953848,-0.0931170071332597,0.598114738558219,0.287229985209574,-0.99112035184,-0.154432892340096,1.33025402141088,-0.696746179299952,1.08000539853284,-0.0601629441407111,-1.54133114832022,-0.474859291472084,0.569852614232228,-0.295372005312358,0.7047903913767,-0.213220821680826,0.136539300557668,782.99,0
7,188549,128022.0,2.20487260671745,-1.45230721972032,-0.785957271125767,-1.63269660733157,-1.22938102591538,-0.34712382588353,-1.18242466312449,-0.118506368190885,-1.48212186397386,1.68194642001145,0.605469857715425,0.352653285363448,1.3801282591595,-0.502098213441617,-0.859913764427297,-0.312461781841461,0.10421593515245,0.347270272461002,0.138490496317864,-0.309966684605231,-0.0951368088372351,0.220188895038555,0.173337910991736,-0.387432414344181,-0.231251313412403,-0.178018906451393,0.0215544832924112,-0.0537616529220405,42.0,0
8,52452,45460.0,0.975133977928877,-1.84283959272041,0.408555520399209,-1.18252392281532,-1.78509820973991,-0.357500259002838,-0.830776112304649,-0.0955348974616159,-1.7554324358973,1.25671194527337,-0.222406771736817,-0.808991344754454,0.439621834573557,-0.272625962409066,1.05084987491909,-0.442454562932454,0.71770205510289,-0.467343037265783,-0.676958241798426,0.147439485174817,-0.190818174734503,-0.738106174353377,-0.0101286797567842,0.038140831331897,-0.0371694258265306,-0.407016300465477,0.0114109037191421,0.0698608362775068,263.7,0
9,135407,81240.0,0.0991017554358092,2.07239216995276,-2.62218573337001,1.35105752960576,1.10319714150953,-1.15876188842984,0.46948860634407,0.300687028765954,-0.499405314659736,-0.829441271368897,1.6107944391717,0.0898880452992746,0.223276985285586,-3.22858047600518,0.398836961899497,1.35309314571184,2.40824254511431,2.25897942586235,0.161639883327795,0.134026333623851,-0.12492969384657,-0.209047371852979,0.0888868379056173,-0.842032111838925,-0.292820515895751,-0.371185248144711,0.110875441211496,-0.0159841548380678,0.89,0
10,204974,135529.0,-1.25075529488503,0.525572552020606,2.55410376822413,-0.705154187717319,-0.95996926562725,1.08401019633844,-0.816120453701341,1.03730242099793,0.805739489307394,-1.15435062310107,-0.340974213796271,1.14074576995925,0.364381102727733,-0.823692777155284,-1.78449233223765,0.441204570701585,-0.343760616137642,0.693082542817421,0.339198144987315,0.030121463359849,0.142861546640304,0.718435416230244,-0.42485248387307,-0.373888995299754,0.472522051706263,0.857746615120512,0.173352730203662,0.0513477151207564,15.37,0
11,27187,34431.0,-2.0800058047284,1.11873878943936,1.4820459191414,0.360311485660842,-0.282408250071969,0.173112323831865,0.0759648108697686,0.806173886898058,-0.338787113385525,-0.642675479517543,0.783494745190251,0.960159715094685,-0.710510343436788,0.341132364426071,-1.40894663931363,-0.259595026481411,0.137968925306839,-0.238025715009623,-0.57116412787316,-0.55824338366656,0.0991567673949436,0.381010904943912,-0.149176549459151,0.22637184487065,0.628621872226345,-0.393144419243262,-0.662983673979605,-0.35683123855133,24.95,0
12,153519,99298.0,-1.151213352065,-0.109719769181104,3.45782438690002,1.13101558715676,0.20844336231832,1.97059812003733,-0.974295199778337,0.657859840578003,1.69389600349595,-0.0303454876019346,0.0122123094102187,-2.7654905578654,0.700445920165588,-0.0821351328084128,-3.76474770648066,1.10607759751403,0.130081364072162,0.642963898266535,-0.312541102057801,0.258815435418984,-0.210721796117077,-0.0043318007527609,-0.306056053304945,0.241477860181336,0.0642994577486133,2.38058661970647,-0.0389066651431356,-0.121987661497055,13.01,0
13,276649,167225.0,-3.69534961090971,3.878280349399,-3.87714750714916,-1.07187453850707,-1.51282344553827,-2.29882884884956,-0.940202119897037,2.62034237703568,-0.250729108002704,-0.152162922502812,-2.01085656174836,0.405880398294436,-1.0978090671407,2.76031960548846,-0.23415222186896,0.110012088444039,0.80291889018803,-0.0661525426238176,-0.345852579109423,-0.153102462553507,0.351689571574915,0.620684615393475,0.221927943705036,0.0353605155364935,0.125379255498052,0.134169350801113,0.13886942065484,0.191578109693636,2.23,0
14,227371,145048.0,1.17986544287799,-1.74446001349543,-1.02813288561156,0.649978869939041,-0.899484425486156,-0.150572746822026,-0.0374688377318255,-0.0911666003602711,1.28197606846991,-0.290315208938082,-1.01926716717582,0.0431687176594983,-0.226120695769006,0.162600483352401,1.15386514864391,0.423568224650312,-0.698128542855084,0.510538834782676,-0.45740300163372,0.660506501893235,0.456104829542675,0.452250766814396,-0.210628347419448,0.683468386807934,-0.281846431643276,-0.317194074536969,-0.0557096942868453,0.0435479686725853,437.97,0
15,230986,146565.0,1.85078469186425,0.354864807816996,0.164949102535985,3.58100821098647,-0.0288461469749391,0.546035795529873,-0.467861227726371,0.223176497168046,-0.800585614609899,1.57393954258177,0.320945728574434,0.482229179192189,0.294524831345403,0.102859292437629,-0.773124187040158,1.74415545407582,-1.45843699788387,0.336226461588749,-1.29854721244198,-0.23866884750344,-0.113447461828247,-0.387590825629028,0.378106044589267,-0.424398020787942,-0.566490196314789,-0.365955385422807,0.0048557291901303,-0.0366509806595909,6.79,0
16,30441,35925.0,-2.27370456979542,0.839529550937543,2.30758177282908,0.796540433492405,-1.82027543429528,0.740186294085982,-0.771434499234884,0.581228060864327,0.664083606565054,1.82834818579094,-1.47925517033691,0.681788503155075,1.02212464279614,-1.69195625763795,-1.38793830268635,-2.64864367309287,0.969814419810426,1.10948336098564,0.491420029109431,0.343830153780793,-0.683450360685038,-0.359669540771355,-0.24249567133561,0.406214804128951,0.583255318498679,-0.0853783522328913,0.653529697235181,0.353063209204351,50.0,0
